price,address,area,bedrooms,toilets,floors,other_features
,"Góc 2 mặt tiền đường lớn An Dương Vương và Đường số 1, Phường An Lạc, Quận Bình Tân. Phù hợp làm dự án, khu trung tâm thương mại, trường học.",,,,,
,"đắc địa, giáp Quận 1, Phú Nhuận, đầy đủ tiện ích.",,,,,
,"đẹp thuận tiện cho việc kinh doanh mua bán, gần mũi tàu Trường Chinh Cộng Hòa",,,,5.0,
,,,,,4.0,
,,,9.0,6.0,4.0,
,,,,,4.0,"4 tầng, đủ công năng cho gia đình 2 thế hệ."
,,,2.0,,3.0,
,,56.0,,,,
,,,,,,
,,,,,,
,,,1.0,,4.0,
15.0,,,,,,
,"nhà nằm trung tâm khu nhà vườn của đô thị Việt Hưng, Long Biên. Nhà nằm vị trí số 1 nhà vườn, ở miễn chê, nhìn ra vườn hoa thoáng đẹp. Khu vực được bố trí đường, hành lang giao thông thuận tiện, vườn hoa trước nhà, ô tô đỗ ngoài nhà nội khu thoải mái, an ninh tốt, dân trí cao.",,2.0,,5.0,
,"Căn góc 2 mặt tiền số 12 Đường số 1 và Đường số 2, Phường An Lạc, Quận Bình Tân.",,,,,
,sát đường tên lửa đoan tỉnh lộ 10 vào,,5.0,,,
,,,,,,
,"Đắc địa, hẻm xe hơi chạy tới nhà, thông ra đường Dương Bá Trạc, chợ Nguyễn Thị Tần, cách cầu Chữ Y tầm 200m, xe cộ tiện lưu thông, di chuyển dễ dàng qua các Quận tiếp giáp.",,,,,
,"Gần chợ Rạch Ông, cầu Chữ Y, xe cộ ra vào tấp nập, lưu thông dễ dàng sang các tuyến đường và các Quận lân cận.",,,,,
,,,,,,
19.5,,,6.0,,,
,"gần chợ, trường, siêu thị, bệnh viện, dịch vụ các kiểu. Thuận tiện vừa ở vừa kết hợp kinh doanh, văn phòng Cty, shop, cho thuê.",101.0,3.0,,3.0,"3 tầng, với 3 phòng ngủ, 3 phòng trọ cho thuê."
,,,,,,
,"Gần Đại Học Văn Hóa Đỗ Xuân Hợp,  khu dân cư Nam Thiên Lộc, trường Đại Học Cao Đẵng Kỹ Nghệ 2....di chuyển nhanh đến Xa Lộ Hà Nội, Bình Thạnh, Q1....",,3.0,,3.0,
,,,,,5.0,"5 tầng, đầy đủ công năng, nội thất hoàn thiện cơ bản, khách chỉ việc xách vali về ở."
,,,,,4.0,
,,,2.0,,4.0,
,"đắc địa tới vinhomes chỉ 10ph , đi về ngã tư Thủ đức chỉ 18ph",,,,,
,"Hoàng Hữu Nam , Long Thạnh Mỹ , Tp. Thủ Đức",,,,,
,,,4.0,,,
,,,2.0,,5.0,
,,,,,,
,,,,,5.0,
,,,,,,
,,,2.0,,8.0,
,"Dăm ba bước ra Hồ Tây, khu dân sinh hiện đại, văn minh.  Vị trí đắc địa,  xung quanh tiện ích ngập tràn, giao thông thuận tiện.Gần đường lớn Võ Chí Công, cách đầu ngõ vài mét, gần Lotte Võ Chí Công, ...",,,,8.0,
,,,2.0,,,
17.8,"khu vực Hồng TiếnBồ Đề, gần bệnh viện Tâm Anh, cách cầu Chương Dương 500m",,,,,
,"nhà nằm trung tâm Ngọc Thụy, Long Biên, tiện ích không thiếu gì, nhà gần chợ, trường học các cấp, rất tiện khi sang phố cổ Hoàn Kiếm, Ba Đình. Hạ tầng giao thông tại Ngọc Thụy đang được quận Long Biên đầu tư mạnh, kết nối các hướng liên thông, vườn hoa công viên đẹp.",,1.0,,,
,,,,,,
,,,,,,
,,,,,,
,,,1.0,,5.0,
8.5,,,,,,
,,,,,5.0,
,,50.0,3.0,,4.0,"4 tầng, 3 phòng ngủ đầy đủ công năng."
4.1,,,,,3.0,
,,,,,,
,"đắc địa, thuận tiện cho con cái đi học, cách trường học, bệnh viện và các tiện ích công cộng.",,,,3.0,"3 tầng, hướng Tây Bắc."
,"đắc địa ngay Tân Hương, Vườn Lài, Gò Dầu, 3p đến Aeon Mall Tân Phú, tiện ích xung quanh bùa quây, không thiếu thứ gì.",56.0,,,,
,,,,,4.0,
,,,3.0,,,
45.0,mặt phố khu vực Nguyễn Văn CừNgọc Lâm,,,,8.0,
8.5,,,,,,
,"đắc địa, dân trí cao, an ninh tốt, tiện ích bạt ngàn. Hãy nhanh tay sở hữu...",,,,,
,,,,,,
,,75.0,,,,
,,100.0,3.0,,,
,"nhà nằm giữa ngõ 193 Phúc Lợi, đối diện trường THPH Phúc Lợi, ngõ thông, ô tô qua lại. Nhà nằm gần trường học các cấp, cách chợ vài bước chân, tiện ích quanh nhà không thiếu gì. Hạ tầng giao thông đã hoàn chỉnh đẹp, thông thoáng với các khu lân cận Vũ Xuân Thiều, Sài Đồng, Vinhomes Riverside, KĐT Việt Hưng, ...",,3.0,,3.0,
,cách mặt tiền đường tầm khoảng 50m.,33.0,3.0,,4.0,
,,,,,5.0,"5 tầng, 4PN 4WC"
,,,,,4.0,"4 tầng, 1 tum 3 PN đủ công năng, giảm chào bán 2.75 tỷ."
,"ngay Thoại Ngọc Hầu, khu chợ vải Phú Thọ Hoà gần ngay mặt tiền, tiếp giáp bàu cát Tân Bình.",52.0,,,2.0,
,,,3.0,4.0,5.0,
6.3,,38.0,,,5.0,
,,,,,,
,,,,,2.0,
,"khu nhà cao tầng, an ninh, dân trí cao, đường Hồ Biểu Chánh Phường 11 Phú Nhuận. Thuận tiện qua Quận 1, Quận 3, sân bay Tân Sơn Nhất.",82.0,,,5.0,"5 tầng, mái BTCT. Nhà lô góc thoáng mát, đầy đủ công năng sử dụng. Xe hơi ngủ nhà."
,"cực đẹp, nằm ngay khu vip Tân Phú, Thoại Ngọc Hầu, Tân Hương, Gò Dầu, 5p đến Aeon Mall Tân Phú, tiếp giáp Bình Tân, Tân Bình.",58.0,,,,
,,,,,,
,,45.0,,,,
,,,,,,
,,,,,,
,,,,,5.0,"5 tầng, đầy đủ công năng, ngõ rộng rãi, thoáng, xe ba gác phi ầm ầm"
,,,,,,
,"tuyệt đỉnh Hẻm xe tải đỗ cửa, gần chợ , gần UBND Quận Tân Phú, Luỹ Bán Bích, Tô Hiệu, Lý Thánh Tông...",,,,,
,"nhà cực đẹp, sung quanh là các trường Đại Học lớn của Thủ Đô Hà Nội.",,2.0,,,
,"mặt phố trung tâm, lô góc 3 mặt tiền",,2.0,,4.0,
,"trung tâm quận Đống Đa, tầm tiền nhiều khách tìm, ngõ to rộng, bagac phi ầm ầm, ô tô suzuki cóc, xe vật liệu xây dựng vào tận nơi.",,,,3.0,
,,,,,,
,,,3.0,,,
,"rất đẹp ngay CV Đầm Sen Park, giáp Q11, thuận tiện di chuyển vô trung tâm.",64.0,,,,
,,,,,,
,,,,,,
,,,,,,
,"Trung tâm Bình Trị Đông B, khu Tên Lửa Aeonmall Bình Tân, ngay giao lộ Đường số 1 và đường Vành Đai.,",,,,4.0,
,,,,,,
,,,,,,
,Gần KCX Linh Trung.Chợ Đêm Linh Trung,,,,,
,,,,,3.0,
,,,,,,
,,,3.0,,3.0,
,,,,,,
,,,4.0,,5.0,
,,,,,,
,,,5.0,6.0,,
,,,,,,
,"mặt phố, rất đẹp, ô tô đỗ cửa. Gần nhiều trường học, bệnh viện, trung tâm hành chính, thương mại. Giao thông thuận tiện, an sinh đỉnh.",,1.0,,7.0,
,"đẹp, ô tô 4 chỗ đỗ cửa, ngõ thông các ngõ. Gần nhiều trường học, bệnh viện, trung tâm hành chính, thương mại. Giao thông thuận tiện, dân trí cao, an sinh đỉnh.",,,,6.0,
,,45.0,4.0,,4.0,
,"sát mặt tiền Song Hành, Trường Chinh, Q. 12.",,,,3.0,"3 tầng, 1 trệt 1 lửng 1 lầu, 3 PN, nhà mới."
,,,1.0,,,
,"đắc địa, khu vực chợ Tân Mỹ giao thương sầm uất nhất Quận 7.",,,,,
,nhà gần ngay đầu phố Thụy Khuê giao với đường Lạc Long Quân. Cách phố 30m,,1.0,,5.0,
,"đắc địa trung tâm đường An Dương Vương, P. An Lạc, Quận Bình Tân, TPHCM.",,,,,
,"đường Nguyễn Văn Khối đường Số 11 gần Công viên Làng Hoa, siêu thị, chợ Hạnh Thông Tây, các dịch vụ tiện ích khác.",76.0,4.0,,4.0,"4 tầng, 4 phòng ngủ, phòng tập Gym, phòng giải trí."
,,,,,,
,,,,,,
,,,3.0,,,
,,,,,,
,,,,,3.0,
,,,,,,
,,,,,,
,"đẹp, mặt tiền hẻm 3m thông thoáng, cách đường chính chỉ 20m.",,,,,
,"gần ngã tư Bình Thái ,Metro ,Đại học Công Thương",,,,2.0,
,"đắc địa phù hợp đầu tư vừa ờ và kinh doanh nhà hàng, văn phòng, phòng khám, 3 mặt đều đường lớn, trục chính lưu lượng cư dân qua lại tấp nập.",,,,3.0,
,"Lã Xuân Oai, Tăng Nhơn Phú A, Q.9",60.0,,,2.0,
,"đi lại sang phố cổ gần. Xung quanh tiện ích bạt ngàn, đón đầu dự án thành phố ven sông.",,,,6.0,
,"nhà nằm đầu góc của dãy trung tâm dự án, đường phân lô, vỉa hè rộng thoáng, đi lại thuận tiện các ngả, thuộc trục đường rộng nhất khu FLC. Dự án nhà ở EcoHome của FLC tại phố Sài Đồng là dự án điểm với không gian đẹp được xây dựng toàn bộ các căn liền kề thuộc khu dân cư dự án riêng độc lập, văn minh, luôn có bảo vệ và dịch vụ 2424.",,,,5.0,"5 tầng, chủ nhà đã hoàn thiện đẹp đang sử dụng"
,,,,,,
,,,4.0,,,
,"cực kỳ thuận lợi, chỉ cần 3 bước chân là bạn đã đến Bùi Viện và Võ Nguyên Giáp.",,,,,
,"Nhà mặt tiền đang kinh doanh, gần trường Tiểu học Võ Thị Sáu, Nhà Thiếu nhi Gò Vấp.",33.0,,,3.0,
,gần trường Đại học Tài Chính Marketing tiện kinh doanh,,,,,
,"nhà mặt tiền đường Số 1 phường 11 Gò Vấp, khu vực kinh doanh, tiện ích xung quanh không thiếu thứ gì, kết nối giao thông thuận lợi.",87.0,,,4.0,"4 tầng, sân để xe rộng rãi, sân thượng thoáng mát."
